Publisher,Country,contentTitle,Total Requests,ext_imdb_id,ext_tipo,ext_generos,ext_confianza,ext_wikidata_extra,contentGenre_relleno,gen_declarados,gen_detalle,gen_propuesta
OTTera.tv,Mexico,disturbed,3976000,tt0089881,movie,"Action,Drama,War",B,,Horror,terror,"terror!=accion-aventura,drama","accion,drama"
OTTera.tv,Mexico,craig's pathetic freakout,3948320,tt12115180,short,"Comedy,Short",A,,Drama,drama,drama!=comedia,comedia
OTTera.tv,Mexico,a story for happy,3944000,tt3884392,short,"Drama,Short",A,,Action,accion,accion-aventura!=drama,drama
OTTera.tv,Mexico,a reasonable request,3909120,tt4702552,short,"Comedy,Short",A,,Drama,drama,drama!=comedia,comedia
OTTera.tv,Mexico,brought to you by satan,3899360,tt10573278,short,"Comedy,Short",A,,Drama,drama,drama!=comedia,comedia
OTTera.tv,Mexico,bitter sky,3857920,tt11418166,short,"Drama,Short",A,,Adventure,aventura,accion-aventura!=drama,drama
iion Pty Ltd,Mexico,rock band,3782080,tt2756040,movie,"Comedy,Music",B,,Drama,drama,"drama!=comedia,musica","comedia,musica"
iion Pty Ltd,Mexico,softness of bodies,3779040,tt6924682,movie,Comedy,A,,Drama,drama,drama!=comedia,comedia
OTTera.tv,Mexico,duck camp dinners season 2,3693120,tt35146256,tvSeries,Reality-TV,A,,Adventure,aventura,accion-aventura!=reality,reality
OTTera.tv,Mexico,grudge race,3662080,tt6291472,tvSeries,Reality-TV,A,,Action,accion,accion-aventura!=reality,reality
OTTera.tv,Mexico,hot rod girls save the world,3661920,tt1399564,video,Sci-Fi,A,,Drama,drama,drama!=sci-fi,sci-fi
OTTera.tv,Mexico,we're still together,3657440,tt3755228,movie,Drama,A,,Adventure,aventura,accion-aventura!=drama,drama
OTTera.tv,Mexico,chonda pierce: enough,3608960,tt6247064,movie,Documentary,A,,Comedy,comedia,comedia!=documental,documental
OTTera.tv,Mexico,first impression,3592640,tt9203202,tvMovie,Comedy,B,,Drama,drama,drama!=comedia,comedia
OTTera.tv,Mexico,bang or die,3574080,tt21926038,movie,Drama,A,,Action,accion,accion-aventura!=drama,drama
OTTera.tv,Mexico,should've put a ring on it,3572640,tt1941648,movie,Comedy,A,,Drama,drama,drama!=comedia,comedia
OTTera.tv,Mexico,only god can,3569280,tt3589144,movie,Family,A,,Drama,drama,drama!=infantil-familia,infantil-familia
OTTera.tv,Mexico,victory by submission,3557440,tt4624104,movie,"Drama,Sport",A,,Action,accion,"accion-aventura!=deportes,drama","drama,deportes"
OTTera.tv,Mexico,worst roommate ever,3531520,tt5746464,movie,Comedy,B,,Drama,drama,drama!=comedia,comedia
OTTera.tv,Mexico,the bigfoot diaries,3517920,tt1478440,movie,"Comedy,Documentary",A,,Horror,terror,"terror!=comedia,documental","comedia,documental"
OTTera.tv,Mexico,13 score,2862400,tt3168890,movie,Horror,A,,Action,accion,accion-aventura!=terror,terror
iion Pty Ltd,Colombia,juug gone wrong,1845280,tt9063470,movie,Drama,A,,Action,accion,accion-aventura!=drama,drama
AWG Media,Mexico,el ingeniero,1512560,tt2241147,movie,Documentary,B,,Action,accion,accion-aventura!=documental,documental
OTTera.tv,Mexico,black snow,1367840,tt10515988,movie,"Horror,Mystery,Thriller",B,,Documentary,documental,"documental!=crimen-misterio,terror","terror,misterio"
OTTera.tv,Mexico,heavenquest: a pilgrim's progress,1313440,tt5167200,movie,"Action,Adventure,Fantasy",A,,Drama,drama,"drama!=accion-aventura,fantasia","accion,fantasia"
OTTera.tv,Mexico,walk a mile in my pradas,1308640,tt1645187,movie,Comedy,A,,Drama,drama,drama!=comedia,comedia
OTTera.tv,Mexico,the golden voices,1297760,tt8920490,movie,Family,A,,Drama,drama,drama!=infantil-familia,infantil-familia
OTTera.tv,Mexico,barking dogs,1290560,tt10443658,short,"Drama,Short",B,,Action,accion,accion-aventura!=drama,drama
Televisa Univision via SpringServe,Mexico,la rosa de guadalupe,887760,tt1192302,tvSeries,Drama,A,telenovela,News,noticias,"noticias!=drama,telenovela","drama,telenovela"
OTTera.tv,Mexico,yoyo season 1,861120,tt0059934,movie,"Comedy,Drama,Family",B,,Adventure,aventura,"accion-aventura!=comedia,drama,infantil-familia","comedia,drama,infantil-familia"
OTTera.tv,Mexico,bugsted season 1,840320,tt3228062,tvMiniSeries,Comedy,A,,Action,accion,accion-aventura!=comedia,comedia
Televisa Univision via SpringServe,Mexico,rubi,824640,tt2418558,movie,"Adventure,Drama,Family",B,"crimen-misterio,fantasia,romance,sci-fi,terror",News,noticias,"noticias!=accion-aventura,crimen-misterio,drama,fantasia,infantil-familia,romance,sci-fi,terror","aventura,drama,infantil-familia,crimen-misterio,fantasia"
OTTera.tv,Mexico,white wedding,640480,tt0097995,movie,"Drama,Romance",B,,Action,accion,"accion-aventura!=drama,romance","drama,romance"
iion Pty Ltd,Mexico,animals,631200,tt1298530,movie,"Drama,Fantasy",B,,Nature,documental,"documental!=drama,fantasia","drama,fantasia"
OTTera.tv,Colombia,monster,586080,tt0468492,movie,"Drama,Horror,Sci-Fi",B,comedia,Anime,anime,"animacion!=comedia,drama,sci-fi,terror","drama,terror,sci-fi,comedia"
OTTera.tv,Mexico,underdog,551360,tt9493708,movie,"Action,Drama,Sport",B,,"documentary,documentary,horror,thriller,crime",documental;terror;thriller;crimen,"terror!=accion-aventura,deportes,drama","documental,thriller,crimen,accion,drama"
Vidaa,Mexico,hit list,533600,tt6844424,movie,Drama,B,,music,musica,musica!=drama,drama
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,vecinos,446240,tt0011508,short,"Comedy,Romance,Short",B,,News,noticias,"noticias!=comedia,romance","comedia,romance"
Televisa Univision via SpringServe,Mexico,amor real,441920,tt0341281,tvSeries,"Drama,Romance",B,telenovela,news,noticias,"noticias!=drama,romance,telenovela","drama,romance,telenovela"
FUNKE Digital GmbH | Publica,Mexico,lucha por la libertad,432000,tt1124037,movie,"Action,Biography,Drama",B,,Horror,terror,"terror!=accion-aventura,documental,drama","accion,documental,drama"
TCL ADS - Springserve,Argentina,missing pieces,383760,tt1843987,short,"Comedy,Drama,Family",B,,Adventure,aventura,"accion-aventura!=comedia,drama,infantil-familia","comedia,drama,infantil-familia"
iion Pty Ltd,Mexico,epic trails: s1. epic trails,363520,tt11169770,tvSeries,Adventure,A,,Nature,documental,documental!=accion-aventura,aventura
iion Pty Ltd,Mexico,the rvers: s1. the rvers,358720,tt9145184,tvSeries,Documentary,A,,Adventure,aventura,accion-aventura!=documental,documental
AWG Media,Mexico,rancho esperanza,352400,tt5244812,movie,Family,A,,Western,western,western!=infantil-familia,infantil-familia
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,despierta,329920,tt4248126,short,"Horror,Short,Thriller",B,,News,noticias,"noticias!=crimen-misterio,terror","terror,thriller"
Televisa Univision via SpringServe,Mexico,historias de ultratumba,326880,tt5516328,movie,"Drama,Horror,Mystery",B,,Reality,reality,"reality!=crimen-misterio,drama,terror","drama,terror,misterio"
Sparteo CTV (Publica),Mexico,vix,325440,tt29704967,movie,"Action,Drama,Horror",B,,News,noticias,"noticias!=accion-aventura,drama,terror","accion,drama,terror"
iion Pty Ltd,Argentina,bienvenida,287760,tt15085184,video,"Animation,Music,Short",B,,Thriller,thriller,"crimen-misterio!=animacion,musica","animacion,musica"
Televisa Univision via SpringServe,Mexico,lo que la vida me robo,284640,tt3223004,tvSeries,"Drama,Romance",A,telenovela,News,noticias,"noticias!=drama,romance,telenovela","drama,romance,telenovela"
METAX SOFTWARE PTE. LTD. (Exchange),Mexico,the reunion,268720,tt1792543,movie,"Action,Drama",B,,Comedy,comedia,"comedia!=accion-aventura,drama","accion,drama"
OTTera.tv,Argentina,el asesino fantasma,254640,tt0036531,movie,"Crime,Drama,Film-Noir",A,,Documentary,documental,"documental!=crimen-misterio,drama","crimen,drama"
TCL ADS - Springserve,Argentina,8 лучших свиданий,243840,tt5338588,movie,Comedy,A,,Biography,documental,documental!=comedia,comedia
TCL ADS - Springserve,Mexico,tom's car wash season 1,243840,tt8464328,tvSeries,"Animation,Family",A,,adventure,aventura,"accion-aventura!=animacion,infantil-familia","animacion,infantil-familia"
PML Digital,Argentina,un asesino en casa,241440,tt0481285,tvMovie,"Crime,Mystery,Thriller",A,,Documentary,documental,documental!=crimen-misterio,crimen
Televisa Univision via SpringServe,Mexico,rebelde,222000,tt14153686,tvSeries,"Comedy,Drama,Music",B,infantil-familia,news,noticias,"noticias!=comedia,drama,infantil-familia,musica","comedia,drama,musica,infantil-familia"
Select Plus PTE LTD (CTV),Mexico,desgracia,210080,tt0445953,movie,Drama,A,,action,accion,accion-aventura!=drama,drama
TCL ADS - Springserve,Argentina,dangerous pursuit part 2,206160,tt0109647,tvMovie,"Crime,Thriller",B,,Documentary,documental,documental!=crimen-misterio,crimen
Select Plus PTE LTD (CTV),Colombia,don't mess up our race,205120,tt14909626,movie,Drama,A,,action,accion,accion-aventura!=drama,drama
PML Digital,Argentina,mandíbulas letales,197280,tt4416518,movie,Horror,A,accion-aventura,Documentary,documental,"documental!=accion-aventura,terror","terror,accion-aventura"
Select Plus PTE LTD (CTV),Mexico,all i ever wanted,193760,tt31556933,movie,Documentary,B,,crime,crimen,crimen-misterio!=documental,documental
TCL ADS - Springserve,Argentina,flight from justice part 2,192240,tt0030122,movie,"Crime,Drama,Romance",B,,Documentary,documental,"documental!=crimen-misterio,drama,romance","crimen,drama,romance"
TCL ADS - Springserve,Argentina,cruel deception part 2,190320,tt0357577,tvMovie,"Crime,Drama",A,,Documentary,documental,"documental!=crimen-misterio,drama","crimen,drama"
OTTera.tv,Argentina,deal or no deal,187680,tt0493378,tvSeries,"Family,Game-Show",B,,drama,drama,"drama!=concursos,infantil-familia","infantil-familia,concursos"
Select Plus PTE LTD (CTV),Mexico,wrath,186560,tt13942538,movie,Horror,B,,Documentary,documental,documental!=terror,terror
Canela Media via Springserve,Mexico,el comienzo,178400,tt0425889,short,"Documentary,Short",B,,Action,accion,accion-aventura!=documental,documental
Select Plus PTE LTD (CTV),Mexico,unleashed,176000,tt4587780,movie,"Comedy,Fantasy,Romance",B,,Documentary,documental,"documental!=comedia,fantasia,romance","comedia,fantasia,romance"
Select Plus PTE LTD (CTV),Mexico,t.a.z.,173920,tt2259120,short,"Short,Sport",A,,Action,accion,accion-aventura!=deportes,deportes
TCL ADS - Springserve,Argentina,dime tu nombre: trailer,169920,tt31536241,tvSeries,Horror,B,,Romance,romance,romance!=terror,terror
Select Plus PTE LTD (CTV),Mexico,teahupoo uncut,164800,tt21654856,movie,"Documentary,Sport",A,,Action,accion,"accion-aventura!=deportes,documental","documental,deportes"
METAX SOFTWARE PTE. LTD. (Exchange),Mexico,frank & penelope,152800,tt4459134,movie,"Horror,Thriller",A,,Romance,romance,"romance!=crimen-misterio,terror","terror,thriller"
TCL ADS - Springserve,Argentina,summertime christmas,150960,tt1626240,movie,"Comedy,Family",A,,Drama,drama,"drama!=comedia,infantil-familia","comedia,infantil-familia"
TCL ADS - Springserve,Argentina,merry birthday. happy christmas,144720,tt28480262,movie,Family,A,,Romance,romance,romance!=infantil-familia,infantil-familia
iion Pty Ltd,Mexico,made in hollywood,143360,tt0911896,tvSeries,"Documentary,Talk-Show",B,,"entertainment,comedy",entretenimiento;comedia,"comedia!=documental,talk show","entretenimiento,documental,talk show"
Vidaa,Mexico,el fuego inolvidable,141520,tt2206058,movie,Drama,A,,Sports,deportes,deportes!=drama,drama
TCL ADS - Springserve,Argentina,dutch season 2,140400,tt0101786,movie,"Comedy,Drama",B,,Action,accion,"accion-aventura!=comedia,drama","comedia,drama"
TCL ADS - Springserve,Argentina,never give up,140400,tt19636694,movie,"Family,Sport",B,,Drama,drama,"drama!=deportes,infantil-familia","infantil-familia,deportes"
Televisa Univision via SpringServe,Mexico,mi corazon es tuyo,137520,tt3825904,tvSeries,"Comedy,Romance",A,telenovela,News,noticias,"noticias!=comedia,romance,telenovela","comedia,romance,telenovela"
TCL ADS - Springserve,Argentina,clara's ultimate christmas,137280,tt6646106,movie,Family,A,,Drama,drama,drama!=infantil-familia,infantil-familia
TCL ADS - Springserve,Argentina,in the sea of grace,135840,tt33256421,movie,Family,A,,Drama,drama,drama!=infantil-familia,infantil-familia
Televisa Univision via SpringServe,Mexico,la familia p luche,134880,tt1244672,tvSeries,Comedy,A,,News,noticias,noticias!=comedia,comedia
Televisa Univision via SpringServe,Mexico,para volver a amar,128400,tt1699171,tvSeries,Drama,A,telenovela,News,noticias,"noticias!=drama,telenovela","drama,telenovela"
Vidaa,Mexico,dos aguas,126080,tt3603694,movie,Drama,A,,Sports,deportes,deportes!=drama,drama
Televisa Univision via SpringServe,Mexico,40 y 20,126000,tt5711512,tvSeries,Comedy,A,,News,noticias,noticias!=comedia,comedia
Equativ (Formerly SMART AdServer) - oRTB CTV,Colombia,el hijo pródigo,115840,tt0085211,movie,"Action,Comedy",B,,drama,drama,"drama!=accion-aventura,comedia","accion,comedia"
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,jajaja,115200,tt1452626,movie,"Comedy,Drama,Romance",A,,News,noticias,"noticias!=comedia,drama,romance","comedia,drama,romance"
Kivi via Springserve,Mexico,show champion,114640,tt36593654,tvSeries,Music,A,,Talk Show,talk show,talk show!=musica,musica
TCL ADS - Springserve,Argentina,just us,112560,tt0305713,tvSeries,Family,B,,Drama,drama,drama!=infantil-familia,infantil-familia
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,sortilegio,109280,tt1439031,tvSeries,"Drama,Romance",B,telenovela,news,noticias,"noticias!=drama,romance,telenovela","drama,romance,telenovela"
TCL ADS - Springserve,Argentina,shoelaces for christmas,104160,tt9134798,tvMovie,"Drama,Family,Romance",A,,Adventure,aventura,"accion-aventura!=drama,infantil-familia,romance","drama,infantil-familia,romance"
TCL ADS - Springserve,Argentina,my best friend's christmas,102000,tt11230402,tvMovie,"Comedy,Drama,Romance",A,,Adventure,aventura,"accion-aventura!=comedia,drama,romance","comedia,drama,romance"
TCL ADS - Springserve,Argentina,judas,100560,tt9537450,tvSeries,"Biography,Crime,Drama",B,,Sci-Fi,sci-fi,"sci-fi!=crimen-misterio,documental,drama","documental,crimen,drama"
TCL ADS - Springserve,Argentina,a husband for christmas,97680,tt6111830,tvMovie,"Comedy,Drama,Romance",B,,Adventure,aventura,"accion-aventura!=comedia,drama,romance","comedia,drama,romance"
TCL ADS - Springserve,Argentina,entanglement,97440,tt3534294,movie,"Comedy,Drama,Romance",B,,Action,accion,"accion-aventura!=comedia,drama,romance","comedia,drama,romance"
TCL ADS - Springserve,Argentina,a royal christmas ball,95280,tt7605144,tvMovie,"Drama,Romance",A,,Adventure,aventura,"accion-aventura!=drama,romance","drama,romance"
TCL ADS - Springserve,Argentina,grapes on a vine,95040,tt1094297,movie,Drama,A,,Action,accion,accion-aventura!=drama,drama
TCL ADS - Springserve,Argentina,all about christmas eve,92160,tt2444354,tvMovie,"Comedy,Romance",A,,Adventure,aventura,"accion-aventura!=comedia,romance","comedia,romance"
OTTera.tv,Argentina,the christmas gift,91920,tt5239710,tvMovie,"Drama,Family,Romance",B,,Adventure,aventura,"accion-aventura!=drama,infantil-familia,romance","drama,infantil-familia,romance"
OTTera.tv,Argentina,strip off,91200,tt19401064,movie,Comedy,A,,Drama,drama,drama!=comedia,comedia
Televisa Univision via SpringServe,Mexico,amores verdaderos,90960,tt2320524,tvSeries,"Drama,Romance",A,telenovela,news,noticias,"noticias!=drama,romance,telenovela","drama,romance,telenovela"
TCL ADS - Springserve,Argentina,i killed molly monroe,90000,tt15765452,tvMiniSeries,Drama,A,,Documentary,documental,documental!=drama,drama
FUNKE Digital GmbH | Publica,Mexico,amazonas legendarias,89760,tt2106514,movie,Action,A,,Horror,terror,terror!=accion-aventura,accion
Canela Media via Springserve,Mexico,mi vecina la buchona,88960,tt43661046,movie,Action,A,,Drama,drama,drama!=accion-aventura,accion
TCL ADS - Springserve,Argentina,i killed solomon reid,87840,tt19393172,tvMiniSeries,Drama,A,,Documentary,documental,documental!=drama,drama
Televisa Univision via SpringServe,Mexico,teresa,85920,tt1705090,tvSeries,"Drama,Romance",B,telenovela,news,noticias,"noticias!=drama,romance,telenovela","drama,romance,telenovela"
Select Plus PTE LTD (CTV),Mexico,favorite son,85920,tt13891980,movie,Drama,B,,family,infantil-familia,infantil-familia!=drama,drama
EXTE - Rich Audience (oRTB),Mexico,damage,84800,tt0104237,movie,"Drama,Romance",B,,action,accion,"accion-aventura!=drama,romance","drama,romance"
Televisa Univision via SpringServe,Mexico,nosotros los guapos,83760,tt7112114,tvSeries,Comedy,A,,news,noticias,noticias!=comedia,comedia
LG Ads EMEA - SS,Mexico,north hollywood,81360,tt11165716,movie,"Comedy,Drama,Sport",B,,Adventure,aventura,"accion-aventura!=comedia,deportes,drama","comedia,drama,deportes"
METAX SOFTWARE PTE. LTD. (Exchange),Mexico,amor de peluche,79520,tt1157600,movie,Family,A,,aventura,aventura,accion-aventura!=infantil-familia,infantil-familia
Vidaa,Mexico,no soy un asesino,79120,tt8271188,movie,"Crime,Thriller",A,,Western,western,western!=crimen-misterio,crimen
TCL ADS - Springserve,Argentina,life & me,76800,tt29594199,movie,"Comedy,Drama",A,,Documentary,documental,"documental!=comedia,drama","comedia,drama"
METAX SOFTWARE PTE. LTD. (Exchange),Mexico,código de honra,76320,tt4060866,movie,"Action,Crime,Thriller",B,drama,biography,documental,"documental!=accion-aventura,crimen-misterio,drama","accion,crimen,drama"
Televisa Univision via SpringServe,Mexico,pequenos gigantes,76080,tt1945875,tvSeries,"Family,Music,Reality-TV",B,,news,noticias,"noticias!=infantil-familia,musica,reality","infantil-familia,musica,reality"
Canela Media via Springserve,Mexico,simón dice,73760,tt8777518,tvSeries,Comedy,B,,Horror,terror,terror!=comedia,comedia
Select Plus PTE LTD (CTV),Mexico,vampirina: teenage vampire,73440,tt34385400,tvSeries,"Adventure,Comedy,Family",A,,music,musica,"musica!=accion-aventura,comedia,infantil-familia","aventura,comedia,infantil-familia"
Select Plus PTE LTD (CTV),Mexico,electric bloom,73280,tt32252675,tvSeries,"Comedy,Drama,Family",A,,music,musica,"musica!=comedia,drama,infantil-familia","comedia,drama,infantil-familia"
AWG Media,Mexico,un largo y doloroso camino,70000,tt0437447,movie,Drama,A,,Adventure,aventura,accion-aventura!=drama,drama
TCL ADS - Springserve,Argentina,love lust and money,69840,tt13582202,movie,Drama,A,,Action,accion,accion-aventura!=drama,drama
Televisa Univision via SpringServe,Mexico,la fuerza del destino,69840,tt0118055,movie,"Drama,Romance",B,,news,noticias,"noticias!=drama,romance","drama,romance"
OTTera.tv,Argentina,natacha. la pelicula,66400,tt7658600,movie,Family,A,,Adventure,aventura,accion-aventura!=infantil-familia,infantil-familia
Select Plus PTE LTD (CTV),Argentina,al filo del mañana,64320,tt1631867,movie,"Action,Adventure,Sci-Fi",A,,drama,drama,"drama!=accion-aventura,sci-fi","accion,sci-fi"
METAX SOFTWARE PTE. LTD. (Exchange),Mexico,splat!,63360,tt0327940,movie,Action,B,,family,infantil-familia,infantil-familia!=accion-aventura,accion
TCL ADS - Springserve,Argentina,divorce: a journey through the kids' eyes trailer,61920,tt2547332,movie,Documentary,A,,"infotainment,education,family,kids",educacion;infantil-familia,infantil-familia!=documental,"educacion,documental"
Select Plus PTE LTD (CTV),Argentina,like dandelion dust,61600,tt0981042,movie,Drama,A,,family,infantil-familia,infantil-familia!=drama,drama
Connekt Media (oRTB CTV),Mexico,sade,60480,tt0023369,movie,Drama,B,,acción,accion,accion-aventura!=drama,drama
Select Plus PTE LTD (CTV),Argentina,the motherload,60320,tt40935136,movie,"Comedy,Drama,History",B,,war,belico,"accion-aventura!=comedia,documental,drama","comedia,drama,documental"
Select Plus PTE LTD (CTV),Mexico,my dog tulip,60160,tt0843358,movie,"Animation,Drama",A,,comedy,comedia,"comedia!=animacion,drama","animacion,drama"
Select Plus PTE LTD (CTV),Argentina,off screen,59520,tt0414200,movie,"Crime,Drama,Thriller",B,,fantasy,fantasia,"fantasia!=crimen-misterio,drama","crimen,drama"
Select Plus PTE LTD (CTV),Argentina,every time i die,59040,tt20751668,movie,Documentary,B,,drama,drama,drama!=documental,documental
Select Plus PTE LTD (CTV),Argentina,strange nature,58880,tt3113836,movie,"Drama,Horror,Mystery",A,,fantasy,fantasia,"fantasia!=crimen-misterio,drama,terror","drama,terror,misterio"
TCL ADs (APAC),Argentina,goombay kids season 2,58800,tt12551800,tvSeries,Family,A,,adventure,aventura,accion-aventura!=infantil-familia,infantil-familia
Select Plus PTE LTD (CTV),Argentina,partida,58560,tt29929273,movie,Drama,B,,kids,infantil-familia,infantil-familia!=drama,drama
Select Plus PTE LTD (CTV),Mexico,the incredible mrs. ritchie,58400,tt0296682,tvMovie,Drama,A,,family,infantil-familia,infantil-familia!=drama,drama
Select Plus PTE LTD (CTV),Argentina,the confidant,58240,tt1449394,movie,Thriller,B,,comedy,comedia,comedia!=crimen-misterio,thriller
FUNKE Digital GmbH | Publica,Mexico,el último vikingo,57840,tt0054423,movie,"Action,Adventure,War",B,,Horror,terror,terror!=accion-aventura,accion
Sony Pictures LATAM,Mexico,en un lugar del corazón,57680,tt0087921,movie,Drama,A,,Adventure,aventura,accion-aventura!=drama,drama
Select Plus PTE LTD (CTV),Mexico,snake woman,57440,tt2350778,video,Horror,B,,fantasy,fantasia,fantasia!=terror,terror
AWG Media,Mexico,dos mujeres un camino,57280,tt0222547,tvSeries,Drama,A,telenovela,music,musica,"musica!=drama,telenovela","drama,telenovela"
Aluna Limited,Argentina,take out girl,55680,tt10816000,movie,Drama,A,,action,accion,accion-aventura!=drama,drama
Televisa Univision via SpringServe,Mexico,la fea mas bella,55680,tt0497152,tvSeries,"Comedy,Drama,Romance",A,telenovela,news,noticias,"noticias!=comedia,drama,romance,telenovela","comedia,drama,romance,telenovela"
Select Plus PTE LTD (CTV),Mexico,teddy show,55520,tt38682799,movie,Drama,A,,family,infantil-familia,infantil-familia!=drama,drama
Select Plus PTE LTD (CTV),Mexico,there's a stranger in my house,55360,tt1308046,movie,Musical,A,,comedy,comedia,comedia!=musica,musica
Connekt Media (oRTB CTV),Mexico,scarface renacido,55200,tt2028545,video,Action,A,,romance,romance,romance!=accion-aventura,accion
Select Plus PTE LTD (CTV),Mexico,the joan of arc case,54720,tt30507681,tvMovie,"Animation,Biography,Documentary",A,,war,belico,"accion-aventura!=animacion,documental","animacion,documental"
Televisa Univision via SpringServe,Mexico,una familia de diez,54240,tt0996011,tvSeries,"Comedy,Family,Romance",A,,news,noticias,"noticias!=comedia,infantil-familia,romance","comedia,infantil-familia,romance"
Televisa Univision via SpringServe,Mexico,amor bravio,54000,tt2266983,tvSeries,"Drama,Romance",A,telenovela,news,noticias,"noticias!=drama,romance,telenovela","drama,romance,telenovela"
Televisa Univision via SpringServe,Mexico,como dice el dicho,50400,tt1831897,tvSeries,"Comedy,Drama",A,telenovela,news,noticias,"noticias!=comedia,drama,telenovela","comedia,drama,telenovela"
Televisa Univision via SpringServe,Mexico,esta historia me suena,50160,tt10540362,tvSeries,Drama,A,,news,noticias,noticias!=drama,drama
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,triunfo del amor,49760,tt1743281,tvSeries,"Drama,Romance,Thriller",A,telenovela,news,noticias,"noticias!=crimen-misterio,drama,romance,telenovela","drama,romance,thriller,telenovela"
Televisa Univision via SpringServe,Mexico,una familia con suerte,48240,tt1853455,tvSeries,"Comedy,Drama,Family",A,telenovela,news,noticias,"noticias!=comedia,drama,infantil-familia,telenovela","comedia,drama,infantil-familia,telenovela"
