Publisher,Country,contentTitle,Total Requests,ext_imdb_id,ext_tipo,ext_generos,ext_confianza,ext_wikidata_extra,contentSeries_relleno,ser_detalle,ser_es,serie_propuesta
Vidaa,Mexico,jajaja,142941200,tt1452626,movie,"Comedy,Drama,Romance",A,,JAJAJA,IMDb movie Hahaha (tt1452626),serie,
"Coocaa, a SKYWORTH company",Argentina,adam jones,11748320,tt2503944,movie,"Comedy,Drama",A,,FMX Stars,IMDb movie Burnt (tt2503944),serie,
"Coocaa, a SKYWORTH company",Argentina,surfing favela,11684800,tt0949774,movie,Documentary,A,,Action Documentaries,IMDb movie Surfing favela (tt0949774),pelicula,
TCL ADS - Springserve,Argentina,tour du faso,8699840,tt3502760,movie,Documentary,A,,Tour du Faso,IMDb movie Tour du Faso (tt3502760),pelicula,
FUNKE Digital GmbH | Publica,Mexico,news,8197440,tt1604683,movie,"Crime,Documentary,News",B,,News,IMDb movie News (tt1604683),serie,
AWG Media,Mexico,santo en el museo de cera,1993520,tt0057471,movie,"Action,Horror,Mystery",A,,Modern Marvels,IMDb movie Santo in the Wax Museum (tt0057471),pelicula,
AWG Media,Mexico,el vestido de novia,1803200,tt0237890,movie,"Drama,Romance",A,,Modern Marvels,IMDb movie El vestido de novia (tt0237890),pelicula,
AWG Media,Mexico,una rosa sobre el ring,1779440,tt0323837,movie,"Action,Drama,Romance",A,,Modern Marvels,IMDb movie Una rosa sobre el ring (tt0323837),pelicula,
Kivi via Springserve,Peru,cuento de otoño,886640,tt0137439,movie,"Comedy,Drama,Romance",A,,Cuento de Otoño,IMDb movie Autumn Tale (tt0137439),serie,
AWG Media,Mexico,death fighter,756960,tt3724490,movie,Action,B,,time2Rlx - Wildlife,IMDb movie Death Fighter (tt3724490),pelicula,
FUNKE Digital GmbH | Publica,Mexico,new,745440,tt0376003,movie,"Comedy,Drama,Musical",B,,NEW,IMDb movie New (tt0376003),pelicula,
AWG Media,Mexico,piloto,678720,tt31593809,movie,"Action,Drama,Family",B,,Hell on Wheels,IMDb movie Biker (tt31593809),pelicula,
OTTera.tv,Argentina,origine inconnue,665040,tt4575328,movie,"Action,Sci-Fi,Thriller",A,,Origine Inconnue,IMDb movie 2036 Origin Unknown (tt4575328),serie,
AWG Media,Mexico,asalto bancario,500800,tt0393056,movie,Action,A,,Investigative Reports,IMDb movie Asalto bancario (tt0393056),pelicula,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,dos tenorios de barrio,450320,tt0176665,movie,"Comedy,Romance",A,,burden of truth,IMDb movie Dos tenorios de barrio (tt0176665),pelicula,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,preso,381520,tt4132746,movie,"Biography,Documentary,Drama",B,,Bitten,IMDb movie Preso (tt4132746),pelicula,
FUNKE Digital GmbH | Publica,Mexico,the show,372720,tt0114435,movie,"Documentary,Music",B,,BIGC,IMDb movie The Show (tt0114435),pelicula,
FreeTV via Springserve,Mexico,72 horas,353760,tt1458175,movie,"Action,Crime,Drama",B,,La Cacería,IMDb movie The Next Three Days (tt1458175),pelicula,
FUNKE Digital GmbH | Publica,Mexico,carrera contra el tiempo,350400,tt3488328,movie,"Action,Crime,Thriller",B,,POUND OF FLESH (ESP),IMDb movie Pound of Flesh (tt3488328),pelicula,
FUNKE Digital GmbH | Publica,Mexico,lukas,311280,tt7816392,movie,"Action,Drama,Thriller",B,,LUKAS (LAS),IMDb movie The Bouncer (tt7816392),pelicula,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,locos en brooklyn,294000,tt1294970,movie,"Comedy,Drama",A,,The Good Doctor,IMDb movie The Angriest Man in Brooklyn (tt1294970),pelicula,
AWG Media,Mexico,una especie de familia,276000,tt6386168,movie,"Crime,Drama,Thriller",A,,Bitten,IMDb movie A Sort of Family (tt6386168),pelicula,
AWG Media,Mexico,al borde del abismo,274160,tt0038355,movie,"Crime,Drama,Film-Noir",B,,Bitten,IMDb movie The Big Sleep (tt0038355),pelicula,
AWG Media,Mexico,acoso,263040,tt0109635,movie,"Drama,Thriller",B,,Bitten,IMDb movie Disclosure (tt0109635),pelicula,
Televisa Univision via SpringServe,Mexico,rubi,252480,tt2418558,movie,"Adventure,Drama,Family",B,"crimen-misterio,fantasia,romance,sci-fi,terror",FIFA Club World Cup,IMDb movie Ruby Red (tt2418558),pelicula,
METAX SOFTWARE PTE. LTD. (Exchange),Mexico,the reunion,242960,tt1792543,movie,"Action,Drama",B,,Pastewka,IMDb movie The Reunion (tt1792543),pelicula,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,guitarras lloren guitarras,240880,tt0280716,movie,"Comedy,Drama,Musical",A,,Cold Case Files Classic,IMDb movie Guitarras lloren guitarras (tt0280716),pelicula,
AWG Media,Mexico,battle for sevastopol,236720,tt4084744,movie,"Action,Biography,Drama",A,,Ana y los 7,IMDb movie Battle for Sevastopol (tt4084744),pelicula,
LG Ads EMEA - SS,Mexico,todavía estamos aquí,222880,tt3520418,movie,"Horror,Mystery",A,,Todavía estamos aquí,IMDb movie We Are Still Here (tt3520418),pelicula,
Scripps - FreeWheel,Puerto Rico,brothers+keeper,219040,tt1748016,movie,Drama,B,,Chicago PD,IMDb movie Brother's Keeper (tt1748016),pelicula,
Scripps - FreeWheel,Puerto Rico,protege,217600,tt0841150,movie,"Crime,Drama,Thriller",B,,FBI,IMDb movie Protégé (tt0841150),pelicula,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,por querer a una mujer,214720,tt0244719,movie,"Action,Crime,Drama",A,,Chicos del Barrio,IMDb movie Por querer a una mujer (tt0244719),pelicula,
METAX SOFTWARE PTE. LTD. (Exchange),Mexico,papá en renta,210240,tt1775357,movie,Family,A,comedia,Amor Inolvidable,IMDb movie Rent a Dad (tt1775357),pelicula,
Scripps - FreeWheel,Puerto Rico,one+night+stand,204480,tt0027043,movie,"Crime,Musical,Romance",B,,FBI,IMDb movie Stolen Harmony (tt0027043),pelicula,
Scripps - FreeWheel,Puerto Rico,phantom,203040,tt2397541,movie,"Action,Crime,Drama",B,,FBI,IMDb movie Phantom (tt2397541),pelicula,
LG Ads EMEA - SS,Colombia,providence,202960,tt6060392,movie,"Drama,History,Romance",B,,Citas de Estados Unidos,IMDb movie Providence Island (tt6060392),pelicula,
Vidaa,Mexico,abismo de pasion,197920,tt0034946,movie,Drama,B,,World Series Film,IMDb movie Kings Row (tt0034946),pelicula,
Scripps - FreeWheel,Puerto Rico,money+for+nothing,196000,tt0107594,movie,"Comedy,Crime,Drama",B,,FBI,IMDb movie Money for Nothing (tt0107594),pelicula,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,charlotte,195200,tt5806814,movie,"Animation,Biography,Drama",B,,United Dates of America,IMDb movie Charlotte (tt5806814),pelicula,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,pecado de juventud,193840,tt0272777,movie,Drama,A,,Chicos del Barrio,IMDb movie Sin of Youth (tt0272777),pelicula,
Scripps - FreeWheel,Puerto Rico,descent,190720,tt0463027,movie,"Drama,Thriller",B,,FBI,IMDb movie Descent (tt0463027),pelicula,
Scripps - FreeWheel,Puerto Rico,breakdown,189920,tt0118771,movie,"Action,Crime,Drama",B,,FBI,IMDb movie Breakdown (tt0118771),pelicula,
Scripps - FreeWheel,Puerto Rico,behind+the+veil,187680,tt2248028,movie,"Drama,Romance",B,,FBI,IMDb movie Thattathin Marayathu (tt2248028),pelicula,
Scripps - FreeWheel,Puerto Rico,redoubt,183200,tt35456230,movie,Drama,B,,FBI,IMDb movie Redoubt (tt35456230),pelicula,
Playworks (SpringServe),Mexico,ballbreaker,173520,tt9063582,movie,Action,A,,BallBreaker,IMDb movie Ballbreaker (tt9063582),pelicula,
Scripps - FreeWheel,Puerto Rico,cops+and+robbers,170240,tt0069919,movie,"Comedy,Crime",B,,FBI,IMDb movie Cops and Robbers (tt0069919),pelicula,
Scripps - FreeWheel,Puerto Rico,safe+room,169920,tt0258000,movie,"Crime,Drama,Thriller",B,,FBI,IMDb movie Panic Room (tt0258000),pelicula,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,duelo de pistoleros,169360,tt0281826,movie,"Action,Adventure,Drama",B,,Chicos del Barrio,IMDb movie Duelo de pistoleros (tt0281826),pelicula,
Scripps - FreeWheel,Puerto Rico,unearth,168480,tt5532280,movie,"Drama,Horror",B,,FBI,IMDb movie Unearth (tt5532280),pelicula,
"NEW ID Co., Ltd.",Mexico,un día para sobrevivir,167520,tt1601913,movie,"Action,Adventure,Drama",A,crimen-misterio,Un Día para Sobrevivir,IMDb movie The Grey (tt1601913),pelicula,
Scripps - FreeWheel,Puerto Rico,best+laid+plans,163200,tt0133412,movie,"Crime,Drama,Thriller",B,,FBI,IMDb movie Best Laid Plans (tt0133412),pelicula,
Scripps - FreeWheel,Puerto Rico,monumental,162560,tt2784020,movie,"Action,Drama",B,,FBI,IMDb movie Monumental (tt2784020),pelicula,
Scripps - FreeWheel,Puerto Rico,down+the+rabbit+hole,161600,tt27921617,movie,"Comedy,Drama",B,,Chicago Fire,IMDb movie Down the Rabbit Hole (tt27921617),pelicula,
Scripps - FreeWheel,Puerto Rico,informant,159200,tt21391242,movie,"Action,Crime,Drama",B,,Chicago PD,IMDb movie Confidential Informant (tt21391242),pelicula,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,camaleón,157920,tt1134828,movie,"Comedy,Drama,Thriller",B,,Camaleón,IMDb movie Chameleon (tt1134828),pelicula,
Scripps - FreeWheel,Puerto Rico,the+devil+you+know,156640,tt14591594,movie,"Crime,Drama,Mystery",B,,Chicago PD,IMDb movie The Devil You Know (tt14591594),pelicula,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,atracción peligrosa,156080,tt0840361,movie,"Crime,Drama,Thriller",B,,Atracción Peligrosa,IMDb movie The Town (tt0840361),pelicula,
Scripps - FreeWheel,Puerto Rico,crossfire,153280,tt1815708,movie,"Action,Crime,Drama",B,,FBI,IMDb movie Freelancers (tt1815708),pelicula,
Scripps - FreeWheel,Puerto Rico,sacrifice,152640,tt1185442,movie,"Action,Crime,Drama",B,,FBI,IMDb movie Kurbaan (tt1185442),pelicula,
Scripps - FreeWheel,Puerto Rico,the+lies+we+tell,152160,tt15089844,movie,"Crime,Drama,Mystery",B,,FBI,IMDb movie The Lies We Tell (tt15089844),pelicula,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,el silencio de augusto,150720,tt7369820,movie,Drama,A,,Infierno Sobre Ruedas,IMDb movie El Silencio de Augusto (tt7369820),pelicula,
Scripps - FreeWheel,Puerto Rico,breaking+point,148960,tt0948547,movie,"Crime,Drama",B,,Chicago PD,IMDb movie Winged Creatures (tt0948547),pelicula,
Scripps - FreeWheel,Puerto Rico,profiles,148480,tt5796478,movie,"Drama,Romance",B,,Chicago PD,IMDb movie Profiles (tt5796478),pelicula,
Scripps - FreeWheel,Puerto Rico,no+regrets,147200,tt0290015,movie,"Comedy,Drama,Romance",B,,Chicago PD,IMDb movie No Regrets (tt0290015),pelicula,
Scripps - FreeWheel,Puerto Rico,prime+cut,147200,tt0069121,movie,"Action,Crime,Drama",B,,NCIS,IMDb movie Prime Cut (tt0069121),pelicula,
Scripps - FreeWheel,Puerto Rico,true+or+false,146560,tt33640184,movie,Drama,B,,Chicago PD,IMDb movie True or False (tt33640184),pelicula,
Scripps - FreeWheel,Puerto Rico,kangaroo,142400,tt0044788,movie,"Adventure,Crime,Drama",B,western,SWAT,IMDb movie Kangaroo (tt0044788),pelicula,
METAX SOFTWARE PTE. LTD. (Exchange),Mexico,mía y el león blanco,141920,tt4844148,movie,"Adventure,Drama,Family",A,,Haven,IMDb movie Mia and the White Lion (tt4844148),pelicula,
Scripps - FreeWheel,Puerto Rico,triple+9,139760,tt1712261,movie,"Action,Crime,Drama",A,,Triple 9,IMDb movie Triple 9 (tt1712261),pelicula,
Scripps - FreeWheel,Puerto Rico,two+families,139520,tt0800248,movie,Drama,B,,Chicago Fire,IMDb movie Two Families (tt0800248),pelicula,
Scripps - FreeWheel,Puerto Rico,compromised,139360,tt36431370,movie,Crime,B,,FBI,IMDb movie Compromised (tt36431370),pelicula,
Scripps - FreeWheel,Puerto Rico,scar+tissue,137440,tt0073205,movie,"Crime,Thriller",B,drama,FBI,IMDb movie Wanted: Babysitter (tt0073205),pelicula,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,qué buena está mi comadre,137120,tt43650609,movie,Comedy,A,,El Talismán,IMDb movie Que buena está mi comadre (tt43650609),pelicula,
Scripps - FreeWheel,Puerto Rico,family+first,136000,tt15830650,movie,"Action,Crime,Drama",B,,FBI,IMDb movie Family First (tt15830650),pelicula,
Scripps - FreeWheel,Puerto Rico,the+missing+piece,135520,tt5574092,movie,Drama,B,,Chicago Fire,IMDb movie The Missing Piece (tt5574092),pelicula,
Scripps - FreeWheel,Puerto Rico,payback,135040,tt0120784,movie,"Action,Crime,Drama",B,,SWAT,IMDb movie Payback (tt0120784),pelicula,
Scripps - FreeWheel,Puerto Rico,the+center+of+the+universe,134080,tt1754604,movie,"Biography,Drama,Thriller",B,,Chicago Fire,IMDb movie The Center of the Universe (tt1754604),pelicula,
Scripps - FreeWheel,Puerto Rico,inheritance,132960,tt39289381,movie,"Crime,Drama",B,,SWAT,IMDb movie Inheritance (tt39289381),pelicula,
Scripps - FreeWheel,Puerto Rico,bad+boys,131520,tt0085210,movie,"Crime,Drama,Thriller",B,,Chicago PD,IMDb movie Bad Boys (tt0085210),pelicula,
Scripps - FreeWheel,Puerto Rico,pain+killer,131360,tt27744921,movie,Drama,B,,Chicago PD,IMDb movie Pain Killer (tt27744921),pelicula,
Scripps - FreeWheel,Puerto Rico,brotherhood,129440,tt0386064,movie,"Action,Drama,War",B,,Chicago PD,IMDb movie Tae Guk Gi: The Brotherhood of War (tt0386064),pelicula,
Connekt Media (oRTB CTV),Mexico,5 bodas,129040,tt1971310,movie,"Comedy,Drama,Romance",A,,"Sinú, Río de Pasiones",IMDb movie 5 Weddings (tt1971310),pelicula,
Scripps - FreeWheel,Puerto Rico,i+was+here,128320,tt1071228,movie,"Crime,Drama",B,infantil-familia,Chicago PD,IMDb movie I Was Here (tt1071228),pelicula,
Scripps - FreeWheel,Puerto Rico,what+could+have+been,128000,tt1877853,movie,Drama,B,,Chicago PD,IMDb movie What Could Have Been (tt1877853),pelicula,
Scripps - FreeWheel,Puerto Rico,absolution,126880,tt8337290,movie,"Action,Crime,Drama",B,,Chicago PD,IMDb movie Absolution (tt8337290),pelicula,
Scripps - FreeWheel,Puerto Rico,mayday,125920,tt11271800,movie,"Drama,Fantasy,Mystery",B,accion-aventura,Chicago Fire,IMDb movie Mayday (tt11271800),pelicula,
Scripps - FreeWheel,Puerto Rico,bad+company,125040,tt0280486,movie,"Action,Comedy,Thriller",B,,Bad Company,IMDb movie Bad Company (tt0280486),pelicula,
METAX SOFTWARE PTE. LTD. (Exchange),Mexico,suite française: un amor prohibido,124880,tt0900387,movie,"Drama,History,Romance",A,,Haven,IMDb movie Suite Française (tt0900387),pelicula,
Scripps - FreeWheel,Puerto Rico,what+comes+next,123360,tt29082209,movie,Drama,B,,Chicago Fire,IMDb movie What Comes Next (tt29082209),pelicula,
Scripps - FreeWheel,Puerto Rico,all+the+rage,123040,tt0176426,movie,"Comedy,Drama",B,crimen-misterio,FBI,IMDb movie All the Rage (tt0176426),pelicula,
Scripps - FreeWheel,Puerto Rico,ghosted,122400,tt1628039,movie,"Drama,Thriller",B,,Blue Bloods,IMDb movie Ghosted (tt1628039),pelicula,
Scripps - FreeWheel,Puerto Rico,white+knuckle,121120,tt13654260,movie,Drama,B,,Chicago PD,IMDb movie White Knuckle (tt13654260),pelicula,
Scripps - FreeWheel,Puerto Rico,trust,120320,tt0377340,movie,"Drama,Musical,Thriller",B,"romance,terror",Chicago PD,IMDb movie Aetbaar (tt0377340),pelicula,
Scripps - FreeWheel,Puerto Rico,outrage,119840,tt1462667,movie,"Action,Crime,Drama",B,,Chicago PD,IMDb movie Outrage (tt1462667),pelicula,
Scripps - FreeWheel,Puerto Rico,devil+dog,119840,tt1267380,movie,Drama,B,,SWAT,IMDb movie Devil Dog (tt1267380),pelicula,
Scripps - FreeWheel,Puerto Rico,deep+cover,119520,tt31121295,movie,"Action,Comedy,Crime",B,,SWAT,IMDb movie Deep Cover (tt31121295),pelicula,
Scripps - FreeWheel,Puerto Rico,face+off,119040,tt0119094,movie,"Action,Crime,Sci-Fi",B,,FBI,IMDb movie Face/Off (tt0119094),pelicula,
Scripps - FreeWheel,Puerto Rico,untouchable,118720,tt1675434,movie,"Comedy,Drama",B,,Chicago Fire,IMDb movie The Intouchables (tt1675434),pelicula,
Scripps - FreeWheel,Puerto Rico,ride+or+die,118560,tt14164234,movie,"Crime,Drama,Romance",B,,SWAT,IMDb movie Ride or Die (tt14164234),pelicula,
Scripps - FreeWheel,Puerto Rico,second+life,118080,tt33111253,movie,"Action,Comedy,Crime",B,,FBI,IMDb movie Second Life (tt33111253),pelicula,
Scripps - FreeWheel,Puerto Rico,internal+affairs,117280,tt0099850,movie,"Crime,Drama,Thriller",B,,Law and Order SVU,IMDb movie Internal Affairs (tt0099850),pelicula,
LG Ads EMEA - SS,Mexico,reina cristina,117200,tt0024481,movie,"Biography,Drama,History",A,romance,Reina Cristina,IMDb movie Queen Christina (tt0024481),pelicula,
Scripps - FreeWheel,Puerto Rico,lifeline,116800,tt0047625,movie,"Crime,Drama,Film-Noir",B,,NCIS,IMDb movie Twist of Fate (tt0047625),pelicula,
Scripps - FreeWheel,Puerto Rico,into+the+fire,116000,tt0093270,movie,"Crime,Drama,Romance",B,,FBI,IMDb movie Into the Fire (tt0093270),pelicula,
Equativ (Formerly SMART AdServer) - oRTB CTV,Colombia,el hijo pródigo,115840,tt0085211,movie,"Action,Comedy",B,,Bitten,IMDb movie The Prodigal Son (tt0085211),pelicula,
Scripps - FreeWheel,Puerto Rico,miracle,115680,tt14355860,movie,"Crime,Drama,Thriller",B,,SWAT,IMDb movie Miracle (tt14355860),pelicula,
Scripps - FreeWheel,Puerto Rico,fathers+and+sons,115680,tt36014845,movie,Drama,B,comedia,Chicago PD,IMDb movie Ghich Pich (tt36014845),pelicula,
Scripps - FreeWheel,Puerto Rico,proud+mary,115120,tt6421110,movie,"Action,Crime,Drama",B,,Proud Mary,IMDb movie Proud Mary (tt6421110),pelicula,
Scripps - FreeWheel,Puerto Rico,the+new+normal,115040,tt1966609,movie,"Comedy,Drama,Romance",B,,Blue Bloods,IMDb movie The New Normal (tt1966609),pelicula,
Scripps - FreeWheel,Puerto Rico,for+whom+the+bell+tolls,114880,tt0035896,movie,"Adventure,Drama,History",B,romance,Blue Bloods,IMDb movie For Whom the Bell Tolls (tt0035896),pelicula,
Scripps - FreeWheel,Puerto Rico,tender+age,114240,tt0292149,movie,Drama,B,,Chicago PD,IMDb movie The Gentle Age (tt0292149),pelicula,
Scripps - FreeWheel,Puerto Rico,ghosts,112480,tt0872202,movie,"Adventure,Crime,Drama",B,,SWAT,IMDb movie Ghosts (tt0872202),pelicula,
Scripps - FreeWheel,Puerto Rico,first+blush,111840,tt7629464,movie,"Comedy,Drama,Romance",A,,Blue Bloods,IMDb movie First Blush (tt7629464),pelicula,
FUNKE Digital GmbH | Publica,Mexico,el cazador,111840,tt0416315,movie,"Horror,Thriller",B,,TRACKER (ES),IMDb movie Wolf Creek (tt0416315),pelicula,
LG Ads EMEA - SS,Mexico,más fuerte que el amor,111280,tt0044944,movie,"Drama,Musical,Romance",B,,Chicos del Barrio,IMDb movie Stronger Than Love (tt0044944),pelicula,
Scripps - FreeWheel,Puerto Rico,in+too+deep,110720,tt0160401,movie,"Crime,Drama,Thriller",B,,Blue Bloods,IMDb movie In Too Deep (tt0160401),pelicula,
Scripps - FreeWheel,Puerto Rico,purple+rain,109760,tt0087957,movie,"Drama,Music,Romance",B,crimen-misterio,Purple Rain,IMDb movie Purple Rain (tt0087957),pelicula,
METAX SOFTWARE PTE. LTD. (Exchange),Mexico,asteroid-a-geddon,109600,tt13298656,movie,"Action,Sci-Fi",A,,City Confidential,IMDb movie Asteroid-a-Geddon (tt13298656),pelicula,
FreeTV via Springserve,Mexico,revelaciones,108720,tt0161081,movie,"Drama,Horror,Mystery",B,,Hell on Wheels,IMDb movie What Lies Beneath (tt0161081),pelicula,
Scripps - FreeWheel,Puerto Rico,foreign+bodies,108640,tt0109827,movie,Thriller,B,,NCIS,IMDb movie Foreign Bodies (tt0109827),pelicula,
Scripps - FreeWheel,Puerto Rico,abandoned,107840,tt4519006,movie,"Adventure,Drama,Thriller",B,,FBI,IMDb movie Abandoned (tt4519006),pelicula,
Scripps - FreeWheel,Puerto Rico,reasonable+doubt,106720,tt2304953,movie,"Crime,Drama,Mystery",B,,Law and Order SVU,IMDb movie Reasonable Doubt (tt2304953),pelicula,
FUNKE Digital GmbH | Publica,Mexico,el secuestro,104640,tt2216240,movie,"Drama,Thriller",B,,Curro Jiménez,IMDb movie A Hijacking (tt2216240),pelicula,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,clean. part 1,104320,tt10023022,movie,"Action,Crime,Drama",B,,The Chosen,IMDb movie Clean (tt10023022),pelicula,
Scripps - FreeWheel,Puerto Rico,life,103840,tt0123964,movie,"Comedy,Crime,Drama",B,accion-aventura,SWAT,IMDb movie Life (tt0123964),pelicula,
Scripps - FreeWheel,Puerto Rico,good+intentions,103360,tt5126076,movie,"Drama,Romance,Thriller",B,,Blue Bloods,IMDb movie Good Intentions (tt5126076),pelicula,
Scripps - FreeWheel,Puerto Rico,endings,103360,tt1262892,movie,Drama,B,,Chicago PD,IMDb movie Endings (tt1262892),pelicula,
Scripps - FreeWheel,Puerto Rico,dead+letter,101600,tt0043292,movie,"Crime,Drama,Film-Noir",B,,NCIS,IMDb movie Appointment with Danger (tt0043292),pelicula,
Scripps - FreeWheel,Puerto Rico,fear+no+evil,101440,tt0101984,movie,Drama,B,,Blue Bloods,IMDb movie Guilty by Suspicion (tt0101984),pelicula,
Scripps - FreeWheel,Puerto Rico,apex,100800,tt16431404,movie,"Action,Thriller",B,,FBI,IMDb movie Apex (tt16431404),pelicula,
Scripps - FreeWheel,Puerto Rico,dead+zone,100000,tt0085407,movie,"Drama,Fantasy,Thriller",B,"sci-fi,terror",Chicago Fire,IMDb movie The Dead Zone (tt0085407),pelicula,
Scripps - FreeWheel,Puerto Rico,run+to+ground,99840,tt1560780,movie,"Drama,Thriller",A,,SWAT,IMDb movie Run to Ground (tt1560780),pelicula,
Scripps - FreeWheel,Puerto Rico,birds+of+a+feather,99680,tt3364152,movie,"Crime,Mystery,Thriller",B,,NCIS,IMDb movie Birds of a Feather (tt3364152),pelicula,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,el mayordomo,99440,tt1327773,movie,"Biography,Drama",B,,El Cazador,IMDb movie The Butler (tt1327773),pelicula,
Scripps - FreeWheel,Puerto Rico,hoax,99360,tt5580688,movie,Horror,B,,SWAT,IMDb movie Hoax (tt5580688),pelicula,
Scripps - FreeWheel,Puerto Rico,haunted+house,99360,tt0032572,movie,"Comedy,Crime,Drama",B,,Chicago Fire,IMDb movie Haunted House (tt0032572),pelicula,
Scripps - FreeWheel,Puerto Rico,cabin+fever,98880,tt0147230,movie,"Adult,Crime",B,,NCIS,IMDb movie Ride a Cock Horse (tt0147230),pelicula,
Scripps - FreeWheel,Puerto Rico,blues,98880,tt1117963,movie,Drama,B,,Blue Bloods,IMDb movie Blues (tt1117963),pelicula,
Scripps - FreeWheel,Puerto Rico,amber,98080,tt6756326,movie,"Action,Crime,Thriller",B,,SWAT,IMDb movie The Take Down (tt6756326),pelicula,
Scripps - FreeWheel,Puerto Rico,redemption,97920,tt0421206,movie,"Biography,Crime,Drama",B,,Blue Bloods,IMDb movie Gridiron Gang (tt0421206),pelicula,
Scripps - FreeWheel,Puerto Rico,the+plan,97760,tt37675364,movie,"Crime,Drama,Thriller",B,,NCIS,IMDb movie The Plan (tt37675364),pelicula,
Scripps - FreeWheel,Puerto Rico,take+a+knee,97120,tt6788512,movie,"Comedy,Drama",B,,Chicago Fire,IMDb movie The Hail Mary (tt6788512),pelicula,
Scripps - FreeWheel,Puerto Rico,true+blue,96800,tt0267989,movie,"Crime,Drama,Mystery",B,,Blue Bloods,IMDb movie True Blue (tt0267989),pelicula,
METAX SOFTWARE PTE. LTD. (Exchange),Mexico,cecil,96560,tt2709962,movie,"Comedy,Family",B,,Una Nueva Oportunidad,IMDb movie Cecil (tt2709962),pelicula,
METAX SOFTWARE PTE. LTD. (Exchange),Mexico,fuego en el desierto,96160,tt0066985,movie,"Action,Adventure,Crime",A,,Rashash,IMDb movie Desert of Fire (tt0066985),pelicula,
Scripps - FreeWheel,Puerto Rico,marked+for+death,96080,tt0100114,movie,"Action,Crime,Drama",B,,Marked For Death,IMDb movie Marked for Death (tt0100114),pelicula,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,shirin enamorada,95920,tt2040504,movie,"Comedy,Romance",A,,The Good Doctor,IMDb movie Shirin in Love (tt2040504),pelicula,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,te seguiré en la oscuridad,95440,tt2179087,movie,"Drama,Horror,Romance",A,crimen-misterio,The Good Doctor,IMDb movie I Will Follow You Into the Dark (tt2179087),pelicula,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,sky dog,95360,tt11707848,movie,"Adventure,Family",A,,Infierno Sobre Ruedas,IMDb movie Skydog (tt11707848),pelicula,
FUNKE Digital GmbH | Publica,Peru,pets #3,95280,tt14230226,movie,"Comedy,Family",A,,Untamed Animals,IMDb movie Pets 3 (tt14230226),pelicula,
Scripps - FreeWheel,Puerto Rico,careful+what+you+wish+for,95200,tt1629242,movie,"Drama,Romance,Thriller",B,,Blue Bloods,IMDb movie Careful What You Wish For (tt1629242),pelicula,
Scripps - FreeWheel,Puerto Rico,life+during+wartime,94880,tt0808526,movie,"Comedy,Drama",B,,Blue Bloods,IMDb movie Life During Wartime (tt0808526),pelicula,
OTTera.tv,Uruguay,horror,94240,tt0393635,movie,"Horror,Mystery,Thriller",B,,WDBJ News,IMDb movie Reeker (tt0393635),pelicula,
Scripps - FreeWheel,Puerto Rico,on+the+hook,93600,tt1049956,movie,"Crime,Drama,Mystery",B,,Chicago Fire,IMDb movie The Caller (tt1049956),pelicula,
Scripps - FreeWheel,Puerto Rico,invisible,93120,tt0435670,movie,"Crime,Drama,Fantasy",B,"infantil-familia,terror",FBI,IMDb movie The Invisible (tt0435670),pelicula,
Scripps - FreeWheel,Puerto Rico,above+suspicion+part+2,92640,tt5688068,movie,"Action,Biography,Crime",B,,Law and Order SVU,IMDb movie Above Suspicion (tt5688068),pelicula,
Scripps - FreeWheel,Puerto Rico,keep+you+safe,92320,tt8694690,movie,Drama,B,,Chicago Fire,IMDb movie Keep You Safe (tt8694690),pelicula,
Scripps - FreeWheel,Puerto Rico,atonement,92320,tt0783233,movie,"Drama,Mystery,Romance",B,accion-aventura,Blue Bloods,IMDb movie Atonement (tt0783233),pelicula,
Scripps - FreeWheel,Puerto Rico,unfinished+business,91840,tt0783598,movie,"Crime,Drama,Thriller",B,accion-aventura,FBI,IMDb movie Until Death (tt0783598),pelicula,
Scripps - FreeWheel,Puerto Rico,crossroads,91040,tt0275022,movie,"Comedy,Drama,Romance",B,infantil-familia,FBI,IMDb movie Crossroads (tt0275022),pelicula,
Scripps - FreeWheel,Puerto Rico,double+red,90560,tt15348330,movie,Drama,A,,Chicago Fire,IMDb movie Double Red (tt15348330),pelicula,
