Publisher,Country,contentTitle,Total Requests,ext_imdb_id,ext_tipo,ext_generos,ext_confianza,ext_wikidata_extra,contentGenre_relleno,gen_declarados,gen_detalle,gen_propuesta
OTTera.tv,Argentina,a royal christmas on ice,130371120,tt19408396,tvMovie,"Comedy,Drama,Romance",A,,Documentary,documental,"documental!=comedia,drama,romance","comedia,drama,romance"
OTTera.tv,Colombia,dino the dinosaur season 1,127086960,tt7818384,tvSeries,"Animation,Family",A,,Adventure,aventura,"accion-aventura!=animacion,infantil-familia","animacion,infantil-familia"
OTTera.tv,Mexico,penance lane,58162560,tt1964995,movie,Horror,A,,Drama,drama,drama!=terror,terror
OTTera.tv,Mexico,rollers: trailer,57394240,tt9124868,movie,Comedy,B,,Drama,drama,drama!=comedia,comedia
OTTera.tv,Argentina,formentera,44238720,tt1990232,movie,Drama,A,,Documentary,documental,documental!=drama,drama
OTTera.tv,Mexico,tennis+,36464880,tt2281489,short,"Comedy,Drama,Sci-Fi",B,,Sports,deportes,"deportes!=comedia,drama,sci-fi","comedia,drama,sci-fi"
OTTera.tv,Argentina,the secret handshake,27505440,tt3519936,movie,Family,B,,Drama,drama,drama!=infantil-familia,infantil-familia
OTTera.tv,Mexico,lost in the maze,22344480,tt29602142,movie,Documentary,A,,Adventure,aventura,accion-aventura!=documental,documental
OTTera.tv,Mexico,the buddy cop,21477600,tt20412912,movie,Comedy,A,,Action,accion,accion-aventura!=comedia,comedia
TCL ADS - Springserve,Argentina,machotaildrop,15272640,tt1315388,movie,"Action,Comedy,Fantasy",A,,Sports,deportes,"deportes!=accion-aventura,comedia,fantasia","accion,comedia,fantasia"
OTTera.tv,Peru,crack,11817840,tt4424356,short,"Comedy,Crime,Drama",B,,Documentary,documental,"documental!=comedia,crimen-misterio,drama","comedia,crimen,drama"
"Coocaa, a SKYWORTH company",Argentina,adam jones,11748320,tt2503944,movie,"Comedy,Drama",A,,Sports,deportes,"deportes!=comedia,drama","comedia,drama"
"Coocaa, a SKYWORTH company",Argentina,for my man,11725920,tt4864850,tvSeries,Crime,B,,Documentary,documental,documental!=crimen-misterio,crimen
"Coocaa, a SKYWORTH company",Argentina,the breakfast club,11720960,tt0088847,movie,"Comedy,Drama",B,infantil-familia,Reality,reality,"reality!=comedia,drama,infantil-familia","comedia,drama,infantil-familia"
"Coocaa, a SKYWORTH company",Argentina,beat monday,11703520,tt13584880,tvMiniSeries,Reality-TV,A,,Adventure,aventura,accion-aventura!=reality,reality
PML Digital,Chile,we three kings,9978240,tt13091334,movie,Family,B,,Drama,drama,drama!=infantil-familia,infantil-familia
OTTera.tv,Mexico,countryside,8495360,tt26933627,movie,Drama,B,,Horror,terror,terror!=drama,drama
OTTera.tv,Mexico,displaced,8227680,tt14717664,short,"Drama,Short",B,documental,Family,infantil-familia,"infantil-familia!=documental,drama","drama,documental"
OTTera.tv,Mexico,grumpy grannies,8225280,tt19306948,movie,Comedy,A,,Drama,drama,drama!=comedia,comedia
OTTera.tv,Mexico,stray,8181120,tt11905922,movie,Documentary,B,,Drama,drama,drama!=documental,documental
OTTera.tv,Mexico,friends only,8172640,tt15680876,movie,"Drama,Romance",A,,Family,infantil-familia,"infantil-familia!=drama,romance","drama,romance"
OTTera.tv,Mexico,7 years,8143840,tt5517438,movie,Drama,B,,Horror,terror,terror!=drama,drama
iion Pty Ltd,Mexico,rock band,7674080,tt2756040,movie,"Comedy,Music",B,,Drama,drama,"drama!=comedia,musica","comedia,musica"
OTTera.tv,Mexico,disturbed,7656160,tt0089881,movie,"Action,Drama,War",B,,Horror,terror,"terror!=accion-aventura,drama","accion,drama"
iion Pty Ltd,Mexico,softness of bodies,7608000,tt6924682,movie,Comedy,A,,Drama,drama,drama!=comedia,comedia
LG Ads EMEA - SS,Mexico,entertainment,7388080,tt8005846,short,"Drama,Musical,Short",B,,Local News,noticias,"noticias!=drama,musica","drama,musica"
OTTera.tv,Mexico,amityville: it's about time: trailer,7244000,tt0103678,video,Horror,A,,Action,accion,accion-aventura!=terror,terror
OTTera.tv,Mexico,sin's kitchen: trailer,7112000,tt0203912,movie,Drama,A,,Adventure,aventura,accion-aventura!=drama,drama
"Coocaa, a SKYWORTH company",Argentina,shifting gears,6568640,tt31614348,tvSeries,Comedy,B,,Sports,deportes,deportes!=comedia,comedia
"Coocaa, a SKYWORTH company",Argentina,meet the drapers season 8. episode 1,6563840,tt8300760,tvSeries,Reality-TV,A,,News,noticias,noticias!=reality,reality
OTTera.tv,Mexico,craig's pathetic freakout,6500800,tt12115180,short,"Comedy,Short",A,,Drama,drama,drama!=comedia,comedia
OTTera.tv,Mexico,a story for happy,6500320,tt3884392,short,"Drama,Short",A,,Action,accion,accion-aventura!=drama,drama
OTTera.tv,Mexico,brought to you by satan,6454720,tt10573278,short,"Comedy,Short",A,,Drama,drama,drama!=comedia,comedia
OTTera.tv,Mexico,a reasonable request,6443360,tt4702552,short,"Comedy,Short",A,,Drama,drama,drama!=comedia,comedia
OTTera.tv,Mexico,bitter sky,6383360,tt11418166,short,"Drama,Short",A,,Adventure,aventura,accion-aventura!=drama,drama
OTTera.tv,Mexico,hot rod girls save the world,6091520,tt1399564,video,Sci-Fi,A,,Drama,drama,drama!=sci-fi,sci-fi
OTTera.tv,Mexico,duck camp dinners season 2,6062240,tt35146256,tvSeries,Reality-TV,A,,Adventure,aventura,accion-aventura!=reality,reality
OTTera.tv,Mexico,we're still together,6038560,tt3755228,movie,Drama,A,,Adventure,aventura,accion-aventura!=drama,drama
OTTera.tv,Mexico,grudge race,6036480,tt6291472,tvSeries,Reality-TV,A,,Action,accion,accion-aventura!=reality,reality
OTTera.tv,Mexico,should've put a ring on it,5923360,tt1941648,movie,Comedy,A,,Drama,drama,drama!=comedia,comedia
OTTera.tv,Mexico,first impression,5917920,tt9203202,tvMovie,Comedy,B,,Drama,drama,drama!=comedia,comedia
OTTera.tv,Mexico,victory by submission,5906560,tt4624104,movie,"Drama,Sport",A,,Action,accion,"accion-aventura!=deportes,drama","drama,deportes"
OTTera.tv,Mexico,worst roommate ever,5898880,tt5746464,movie,Comedy,B,,Drama,drama,drama!=comedia,comedia
OTTera.tv,Mexico,chonda pierce: enough,5896000,tt6247064,movie,Documentary,A,,Comedy,comedia,comedia!=documental,documental
OTTera.tv,Mexico,bang or die,5868800,tt21926038,movie,Drama,A,,Action,accion,accion-aventura!=drama,drama
OTTera.tv,Mexico,only god can,5847520,tt3589144,movie,Family,A,,Drama,drama,drama!=infantil-familia,infantil-familia
OTTera.tv,Mexico,the bigfoot diaries,5827840,tt1478440,movie,"Comedy,Documentary",A,,Horror,terror,"terror!=comedia,documental","comedia,documental"
OTTera.tv,Mexico,black snow,5512000,tt10515988,movie,"Horror,Mystery,Thriller",B,,Documentary,documental,"documental!=crimen-misterio,terror","terror,misterio"
OTTera.tv,Mexico,barking dogs,5466560,tt10443658,short,"Drama,Short",B,,Action,accion,accion-aventura!=drama,drama
OTTera.tv,Mexico,walk a mile in my pradas,5170240,tt1645187,movie,Comedy,A,,Drama,drama,drama!=comedia,comedia
OTTera.tv,Mexico,heavenquest: a pilgrim's progress,5160480,tt5167200,movie,"Action,Adventure,Fantasy",A,,Drama,drama,"drama!=accion-aventura,fantasia","accion,fantasia"
OTTera.tv,Mexico,the golden voices,5110240,tt8920490,movie,Family,A,,Drama,drama,drama!=infantil-familia,infantil-familia
OTTera.tv,Mexico,13 score,4880160,tt3168890,movie,Horror,A,,Action,accion,accion-aventura!=terror,terror
iion Pty Ltd,Colombia,juug gone wrong: trailer,3897280,tt9063470,movie,Drama,A,,Action,accion,accion-aventura!=drama,drama
OTTera.tv,Argentina,cult film,2677920,tt8982658,short,"Comedy,Drama,Short",A,,Documentary,documental,"documental!=comedia,drama","comedia,drama"
AWG Media,Mexico,el vestido de novia,1803200,tt0237890,movie,"Drama,Romance",A,,Action,accion,"accion-aventura!=drama,romance","drama,romance"
AWG Media,Mexico,el ingeniero,1512560,tt2241147,movie,Documentary,B,,Action,accion,accion-aventura!=documental,documental
OTTera.tv,Mexico,bugsted season 1,1400480,tt3228062,tvMiniSeries,Comedy,A,,Action,accion,accion-aventura!=comedia,comedia
OTTera.tv,Mexico,yoyo season 1,1394080,tt0059934,movie,"Comedy,Drama,Family",B,,Adventure,aventura,"accion-aventura!=comedia,drama,infantil-familia","comedia,drama,infantil-familia"
iion Pty Ltd,Mexico,animals,1080400,tt1298530,movie,"Drama,Fantasy",B,,Nature,documental,"documental!=drama,fantasia","drama,fantasia"
OTTera.tv,Mexico,white wedding,1038400,tt0097995,movie,"Drama,Romance",B,,Action,accion,"accion-aventura!=drama,romance","drama,romance"
Televisa Univision via SpringServe,Mexico,la rosa de guadalupe,913680,tt1192302,tvSeries,Drama,A,telenovela,News,noticias,"noticias!=drama,telenovela","drama,telenovela"
iion Pty Ltd,Colombia,monster,902160,tt0468492,movie,"Drama,Horror,Sci-Fi",B,comedia,Anime,anime,"animacion!=comedia,drama,sci-fi,terror","drama,terror,sci-fi,comedia"
Televisa Univision via SpringServe,Costa Rica,historias de ultratumba,647440,tt5516328,movie,"Drama,Horror,Mystery",B,,Reality,reality,"reality!=crimen-misterio,drama,terror","drama,terror,misterio"
iion Pty Ltd,Mexico,tom's car wash season 1,632400,tt8464328,tvSeries,"Animation,Family",A,,Adventure,aventura,"accion-aventura!=animacion,infantil-familia","animacion,infantil-familia"
iion Pty Ltd,Mexico,the rvers: s1. the rvers,627360,tt9145184,tvSeries,Documentary,A,,Adventure,aventura,accion-aventura!=documental,documental
iion Pty Ltd,Mexico,epic trails: s1. epic trails,614800,tt11169770,tvSeries,Adventure,A,,Nature,documental,documental!=accion-aventura,aventura
Televisa Univision via SpringServe,Mexico,vecinos,587200,tt0011508,short,"Comedy,Romance,Short",B,,Sports,deportes,"deportes!=comedia,romance","comedia,romance"
FUNKE Digital GmbH | Publica,Mexico,lucha por la libertad,562080,tt1124037,movie,"Action,Biography,Drama",B,,Horror,terror,"terror!=accion-aventura,documental,drama","accion,documental,drama"
OTTera.tv,Mexico,underdog,551360,tt9493708,movie,"Action,Drama,Sport",B,,"documentary,documentary,horror,thriller,crime",documental;terror;thriller;crimen,"terror!=accion-aventura,deportes,drama","documental,thriller,crimen,accion,drama"
Vidaa,Mexico,hit list,533600,tt6844424,movie,Drama,B,,music,musica,musica!=drama,drama
OTTera.tv,Argentina,missing pieces,527520,tt1843987,short,"Comedy,Drama,Family",B,,Adventure,aventura,"accion-aventura!=comedia,drama,infantil-familia","comedia,drama,infantil-familia"
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,despierta,505120,tt4248126,short,"Horror,Short,Thriller",B,,News,noticias,"noticias!=crimen-misterio,terror","terror,thriller"
Televisa Univision via SpringServe,Mexico,amor real,441920,tt0341281,tvSeries,"Drama,Romance",B,telenovela,news,noticias,"noticias!=drama,romance,telenovela","drama,romance,telenovela"
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,rubi,415680,tt2418558,movie,"Adventure,Drama,Family",B,"crimen-misterio,fantasia,romance,sci-fi,terror",News,noticias,"noticias!=accion-aventura,crimen-misterio,drama,fantasia,infantil-familia,romance,sci-fi,terror","aventura,drama,infantil-familia,crimen-misterio,fantasia"
iion Pty Ltd,Argentina,un asesino en casa,400720,tt0481285,tvMovie,"Crime,Mystery,Thriller",A,,Documentary,documental,documental!=crimen-misterio,crimen
AWG Media,Mexico,rancho esperanza,352400,tt5244812,movie,Family,A,,Western,western,western!=infantil-familia,infantil-familia
Televisa Univision via SpringServe,Mexico,lo que la vida me robo,338160,tt3223004,tvSeries,"Drama,Romance",A,telenovela,News,noticias,"noticias!=drama,romance,telenovela","drama,romance,telenovela"
METAX SOFTWARE PTE. LTD. (Exchange),Mexico,frank & penelope,337440,tt4459134,movie,"Horror,Thriller",A,,Romance,romance,"romance!=crimen-misterio,terror","terror,thriller"
TCL ADS - Springserve,Argentina,8 лучших свиданий,334320,tt5338588,movie,Comedy,A,,Biography,documental,documental!=comedia,comedia
Sparteo CTV (Publica),Mexico,vix,325680,tt29704967,movie,"Action,Drama,Horror",B,,News,noticias,"noticias!=accion-aventura,drama,terror","accion,drama,terror"
OTTera.tv,Argentina,bienvenida,315600,tt15085184,video,"Animation,Music,Short",B,,Thriller,thriller,"crimen-misterio!=animacion,musica","animacion,musica"
Canela Media via Springserve,Mexico,el comienzo,277120,tt0425889,short,"Documentary,Short",B,,Action,accion,accion-aventura!=documental,documental
iion Pty Ltd,Argentina,deal or no deal,270960,tt0493378,tvSeries,"Family,Game-Show",B,,Drama,drama,"drama!=concursos,infantil-familia","infantil-familia,concursos"
Select Plus PTE LTD (CTV),Mexico,wrath,267200,tt13942538,movie,Horror,B,,Documentary,documental,documental!=terror,terror
Select Plus PTE LTD (CTV),Mexico,teahupoo uncut,265600,tt21654856,movie,"Documentary,Sport",A,,Action,accion,"accion-aventura!=deportes,documental","documental,deportes"
TCL ADS - Springserve,Argentina,flight from justice part 2,263280,tt0030122,movie,"Crime,Drama,Romance",B,,Documentary,documental,"documental!=crimen-misterio,drama,romance","crimen,drama,romance"
Select Plus PTE LTD (CTV),Mexico,t.a.z.,262880,tt2259120,short,"Short,Sport",A,,Action,accion,accion-aventura!=deportes,deportes
TCL ADS - Springserve,Argentina,dangerous pursuit part 1,260880,tt0109647,tvMovie,"Crime,Thriller",B,,Documentary,documental,documental!=crimen-misterio,crimen
Select Plus PTE LTD (CTV),Mexico,unleashed,257760,tt4587780,movie,"Comedy,Fantasy,Romance",B,,Documentary,documental,"documental!=comedia,fantasia,romance","comedia,fantasia,romance"
TCL ADS - Springserve,Argentina,cruel deception part 2,250800,tt0357577,tvMovie,"Crime,Drama",A,,Documentary,documental,"documental!=crimen-misterio,drama","crimen,drama"
METAX SOFTWARE PTE. LTD. (Exchange),Mexico,the reunion,242960,tt1792543,movie,"Action,Drama",B,,Comedy,comedia,"comedia!=accion-aventura,drama","accion,drama"
TCL ADs (APAC),Ecuador,i killed molly monroe,232080,tt15765452,tvMiniSeries,Drama,A,,Documentary,documental,documental!=drama,drama
TCL ADS - Springserve,Argentina,dime tu nombre: trailer,231120,tt31536241,tvSeries,Horror,B,,Romance,romance,romance!=terror,terror
Televisa Univision via SpringServe,Mexico,rebelde,222000,tt14153686,tvSeries,"Comedy,Drama,Music",B,infantil-familia,news,noticias,"noticias!=comedia,drama,infantil-familia,musica","comedia,drama,musica,infantil-familia"
OTTera.tv,Argentina,el asesino fantasma,216480,tt0036531,movie,"Crime,Drama,Film-Noir",A,,Documentary,documental,"documental!=crimen-misterio,drama","crimen,drama"
Televisa Univision via SpringServe,Mexico,la familia p luche,210960,tt1244672,tvSeries,Comedy,A,,News,noticias,noticias!=comedia,comedia
Select Plus PTE LTD (CTV),Mexico,desgracia,210080,tt0445953,movie,Drama,A,,action,accion,accion-aventura!=drama,drama
Televisa Univision via SpringServe,Mexico,mi corazon es tuyo,207600,tt3825904,tvSeries,"Comedy,Romance",A,telenovela,News,noticias,"noticias!=comedia,romance,telenovela","comedia,romance,telenovela"
Select Plus PTE LTD (CTV),Colombia,don't mess up our race,205120,tt14909626,movie,Drama,A,,action,accion,accion-aventura!=drama,drama
TCL ADS - Springserve,Argentina,summertime christmas,201840,tt1626240,movie,"Comedy,Family",A,,Drama,drama,"drama!=comedia,infantil-familia","comedia,infantil-familia"
TCL ADS - Springserve,Argentina,merry birthday. happy christmas,200160,tt28480262,movie,Family,A,,Romance,romance,romance!=infantil-familia,infantil-familia
TCL ADS - Springserve,Argentina,clara's ultimate christmas,195840,tt6646106,movie,Family,A,,Drama,drama,drama!=infantil-familia,infantil-familia
Televisa Univision via SpringServe,Mexico,40 y 20,195840,tt5711512,tvSeries,Comedy,A,,News,noticias,noticias!=comedia,comedia
Select Plus PTE LTD (CTV),Mexico,all i ever wanted,193760,tt31556933,movie,Documentary,B,,crime,crimen,crimen-misterio!=documental,documental
OTTera.tv,Argentina,dutch season 2,191520,tt0101786,movie,"Comedy,Drama",B,,Action,accion,"accion-aventura!=comedia,drama","comedia,drama"
